Date,Open,High,Low,Close,Volume
2006-01-23 00:00:00,239.5,239.5,218.49,218.89,1130994540.44
2006-01-24 00:00:00,221.0,224.68,219.66,224.0,1991942490.56
2006-01-25 00:00:00,225.5,231.0,225.0,228.38,3534136643.92
2006-01-26 00:00:00,228.2,229.41,223.51,224.47,1721375606.3
2006-01-27 00:00:00,225.75,231.5,224.0,228.75,2901322622.21
2006-01-30 00:00:00,231.04,231.07,215.0,216.0,3834886033.27
2006-01-31 00:00:00,218.0,224.23,215.71,219.02,2573943451.57
2006-02-01 00:00:00,219.5,223.99,215.0,223.99,1896390593.63
2006-02-02 00:00:00,223.95,224.5,220.0,221.5,1207727949.28
2006-02-03 00:00:00,218.8,221.3,217.01,221.01,1180806342.78
2006-02-06 00:00:00,221.63,222.45,219.16,220.45,1408343441.83
2006-02-07 00:00:00,220.0,220.7,218.2,220.5,1816702359.36
2006-02-08 00:00:00,218.26,221.59,215.5,221.0,2069810233.74
2006-02-09 00:00:00,221.49,224.8,220.5,222.0,2172431012.74
2006-02-10 00:00:00,222.25,223.6,221.51,222.0,1315498260.91
2006-02-13 00:00:00,221.98,222.0,218.57,219.95,1734636475.84
2006-02-14 00:00:00,219.84,220.85,218.6,219.89,833822493.95
2006-02-15 00:00:00,217.93,220.0,217.93,219.78,778234985.14
2006-02-16 00:00:00,219.96,220.47,218.93,220.0,990871305.56
2006-02-17 00:00:00,220.5,227.33,220.5,226.5,4324159516.84
2006-02-20 00:00:00,227.57,229.99,227.37,228.2,1918321880.59
2006-02-21 00:00:00,230.0,230.16,224.55,225.0,2450816781.98
2006-02-22 00:00:00,225.1,226.5,224.11,225.38,1354150303.37
2006-02-26 00:00:00,225.49,229.6,225.38,227.38,2025205879.84
2006-02-27 00:00:00,227.78,228.2,225.05,225.21,2105518343.84
2006-02-28 00:00:00,225.21,225.3,217.01,218.79,2532843844.97
2006-03-01 00:00:00,219.0,220.5,214.6,217.98,2416459387.51
2006-03-02 00:00:00,218.87,220.86,217.5,218.98,1707405471.68
2006-03-03 00:00:00,220.0,228.9,220.0,228.9,6510258252.57
2006-03-06 00:00:00,230.05,239.37,230.05,231.99,6058174916.53
2006-03-07 00:00:00,230.5,230.5,221.97,223.86,4223578020.02
2006-03-09 00:00:00,219.01,221.8,215.11,219.2,3596821938.21
2006-03-10 00:00:00,219.8,221.88,216.3,217.11,2736046008.31
2006-03-13 00:00:00,219.0,223.49,218.21,223.3,3771254789.95
2006-03-14 00:00:00,224.83,225.55,218.22,220.35,3394026325.96
2006-03-15 00:00:00,222.0,223.3,219.55,221.23,2412774930.64
2006-03-16 00:00:00,221.43,223.0,219.4,220.7,1756452626.82
2006-03-17 00:00:00,221.99,229.49,221.41,229.3,5232200853.49
2006-03-20 00:00:00,230.0,232.2,224.5,225.75,3898432239.42
2006-03-21 00:00:00,224.5,227.2,222.6,224.4,2965007304.38
2006-03-22 00:00:00,225.5,225.6,223.7,225.19,1519027585.92
2006-03-23 00:00:00,224.88,228.25,224.88,226.5,3758115936.27
2006-03-24 00:00:00,226.6,229.91,225.55,229.9,2658697699.9
2006-03-27 00:00:00,230.56,235.28,229.16,231.63,5333308619.49
2006-03-28 00:00:00,231.63,232.0,227.79,228.45,2807079224.07
2006-03-29 00:00:00,228.0,229.3,227.0,228.62,2144757121.42
2006-03-30 00:00:00,230.0,231.49,229.5,230.4,3845990510.5
2006-03-31 00:00:00,230.5,233.4,229.5,230.15,4444815713.52
2006-04-03 00:00:00,230.99,232.2,230.1,230.5,2240322446.81
2006-04-04 00:00:00,231.7,232.8,230.5,231.52,3510566120.18
2006-04-05 00:00:00,232.0,240.7,231.55,238.5,7215028312.01
2006-04-06 00:00:00,240.0,244.69,240.0,243.3,7733604785.8
2006-04-07 00:00:00,240.85,251.0,240.85,250.29,11219912817.29
2006-04-10 00:00:00,253.64,268.9,252.0,268.7,17161555386.77
2006-04-11 00:00:00,270.01,275.42,262.4,262.5,17979977600.83
2006-04-12 00:00:00,262.0,265.99,258.35,264.7,10226859457.75
2006-04-13 00:00:00,266.07,266.7,259.81,263.49,7654708944.02
2006-04-14 00:00:00,264.53,268.0,262.3,267.9,5179244762.05
2006-04-17 00:00:00,269.0,271.48,267.53,269.45,9174033120.43
2006-04-18 00:00:00,271.0,273.29,270.3,271.69,10748598330.43
2006-04-19 00:00:00,273.35,278.3,273.35,278.29,14192526727.25
2006-04-20 00:00:00,279.5,280.95,274.11,276.11,17213830567.05
2006-04-21 00:00:00,275.0,280.4,273.3,280.19,9134806029.62
2006-04-24 00:00:00,281.5,287.32,280.5,286.97,11382488687.22
2006-04-25 00:00:00,285.0,289.22,283.69,285.0,8749199103.43
2006-04-26 00:00:00,285.6,309.85,285.5,309.3,29470755333.16
2006-04-27 00:00:00,312.0,325.4,297.0,304.7,29052952808.83
2006-04-28 00:00:00,305.0,311.77,302.0,310.25,13204704275.92
2006-05-02 00:00:00,315.0,323.05,315.0,320.3,11845568649.51
2006-05-03 00:00:00,325.13,327.9,318.3,323.36,12848306161.07
2006-05-04 00:00:00,321.89,332.49,320.3,332.48,18707921203.51
2006-05-05 00:00:00,332.0,338.5,331.01,336.35,17322711270.7
2006-05-06 00:00:00,337.98,350.79,337.1,350.25,13696662540.97
