Date,Open,High,Low,Close,Volume
2006-07-19 00:00:00,220.32,220.32,203.03,203.95,105801987.83
2006-07-20 00:00:00,204.95,205.1,203.15,203.26,233079373.48
2006-07-21 00:00:00,204.3,204.6,200.0,202.0,375702016.98
2006-07-24 00:00:00,203.67,203.67,199.25,201.99,159841428.2
2006-07-25 00:00:00,203.0,203.75,201.27,202.69,339900281.8
2006-07-26 00:00:00,203.0,203.25,202.01,203.1,204829550.39
2006-07-27 00:00:00,203.1,203.75,202.5,203.5,447144412.29
2006-07-28 00:00:00,203.01,203.5,202.6,202.8,106311048.49
2006-07-31 00:00:00,204.0,204.0,202.55,202.6,35516539.22
2006-08-01 00:00:00,202.5,203.0,202.11,202.75,77765011.29
2006-08-02 00:00:00,204.05,204.05,201.5,201.99,35586928.46
2006-08-03 00:00:00,201.95,202.4,200.1,200.75,380305598.19
2006-08-04 00:00:00,200.73,201.5,200.5,200.99,276881360.16
2006-08-07 00:00:00,200.93,201.5,199.7,200.3,236409448.47
2006-08-08 00:00:00,200.8,200.99,195.9,196.85,389906180.56
2006-08-09 00:00:00,196.78,198.5,196.0,198.24,193570474.47
2006-08-10 00:00:00,198.0,200.0,195.96,200.0,361005223.37
2006-08-11 00:00:00,201.5,202.3,199.12,201.22,276836486.12
2006-08-14 00:00:00,200.2,202.0,197.77,198.0,286867786.34
2006-08-15 00:00:00,199.35,199.7,197.0,199.51,216840431.38
2006-08-16 00:00:00,198.75,201.9,198.12,201.0,201366030.69
2006-08-17 00:00:00,201.0,201.34,199.3,199.89,111309402.41
2006-08-18 00:00:00,199.9,199.9,198.5,199.4,226011785.41
2006-08-21 00:00:00,199.87,199.87,197.98,198.0,107253690.1
2006-08-22 00:00:00,203.05,203.05,198.0,199.9,169946312.56
2006-08-23 00:00:00,199.31,199.9,198.85,199.75,58761492.46
2006-08-24 00:00:00,199.0,200.0,198.3,200.0,155245439.31
2006-08-25 00:00:00,200.34,202.87,199.01,202.29,176215304.87
2006-08-28 00:00:00,202.2,202.2,201.3,201.3,107061642.53
2006-08-29 00:00:00,201.29,202.2,200.8,200.8,195056006.41
2006-08-30 00:00:00,200.8,201.39,199.0,199.5,105340941.13
2006-08-31 00:00:00,199.8,201.69,197.5,197.7,174015167.31
2006-09-01 00:00:00,194.0,200.4,194.0,200.3,100273868.67
