Date,Open,High,Low,Close,Volume
2004-01-27 00:00:00,741.65,752.99,731.45,751.6,1917669046.93
2004-01-28 00:00:00,754.0,755.99,736.3,738.0,1850989265.47
2004-01-29 00:00:00,731.63,750.0,731.63,742.1,1120831404.12
2004-01-30 00:00:00,743.0,743.0,728.11,736.0,1406478035.76
2004-02-02 00:00:00,729.97,741.87,721.1,722.0,1027205654.52
2004-02-03 00:00:00,722.0,731.8,718.81,729.9,856531744.06
2004-02-04 00:00:00,730.0,742.0,727.0,740.49,834672872.92
2004-02-05 00:00:00,739.0,739.47,721.0,721.5,771586582.3
2004-02-06 00:00:00,719.0,726.97,710.0,726.97,833226538.08
2004-02-09 00:00:00,728.0,731.95,718.51,722.99,745519976.98
2004-02-10 00:00:00,724.45,728.45,716.25,723.8,693917772.92
2004-02-11 00:00:00,724.95,734.99,724.9,730.0,990207121.96
2004-02-12 00:00:00,735.0,746.0,732.0,744.99,1144939715.55
2004-02-13 00:00:00,749.85,752.5,741.5,751.6,1100470184.14
2004-02-16 00:00:00,752.24,758.49,746.5,757.9,786037201.02
2004-02-17 00:00:00,758.0,769.5,756.25,763.01,1288784010.75
2004-02-18 00:00:00,767.45,773.0,757.47,768.79,1316757259.04
2004-02-19 00:00:00,765.61,769.54,753.51,756.4,1173543776.06
2004-02-20 00:00:00,759.0,767.5,759.0,765.0,617855047.8
2004-02-24 00:00:00,765.6,777.77,758.5,773.89,2056067874.57
2004-02-25 00:00:00,774.0,782.31,771.5,773.69,1177837714.63
2004-02-26 00:00:00,773.05,792.5,772.01,790.5,1270855405.82
2004-02-27 00:00:00,790.0,802.09,784.02,801.8,1420596165.24
2004-03-01 00:00:00,804.0,828.85,796.0,828.49,2011374243.18
2004-03-02 00:00:00,830.01,834.9,818.1,819.4,1588051481.26
2004-03-03 00:00:00,800.0,823.5,798.01,823.0,1429463461.99
2004-03-04 00:00:00,820.0,834.0,808.0,830.5,1366359388.85
2004-03-05 00:00:00,831.33,839.7,830.12,837.0,687379844.98
2004-03-09 00:00:00,840.13,843.5,833.0,839.1,860387095.82
2004-03-10 00:00:00,839.5,840.0,820.02,822.94,1123011433.52
2004-03-11 00:00:00,819.75,820.55,806.01,808.93,1187331691.55
2004-03-12 00:00:00,805.0,817.0,802.18,816.3,738752740.36
2004-03-15 00:00:00,817.5,822.4,802.5,803.01,1040886551.24
2004-03-16 00:00:00,802.5,819.2,800.35,817.02,1048663019.28
2004-03-17 00:00:00,820.9,840.5,819.0,834.0,1931288574.48
2004-03-18 00:00:00,838.0,856.3,831.07,854.2,1989494030.52
2004-03-19 00:00:00,853.0,871.5,846.51,868.05,1494954445.73
2004-03-22 00:00:00,868.0,871.0,856.0,859.0,1268891855.56
2004-03-23 00:00:00,854.83,866.75,848.25,859.0,1546983339.98
2004-03-24 00:00:00,860.0,862.5,841.21,849.01,1353170296.67
2004-03-25 00:00:00,848.05,856.5,829.37,836.0,2333410809.75
2004-03-26 00:00:00,836.06,844.95,832.02,836.0,1131312634.82
2004-03-29 00:00:00,839.0,857.0,833.1,856.5,1192248961.51
2004-03-30 00:00:00,857.2,869.25,855.2,867.0,1489041957.6
2004-03-31 00:00:00,869.9,891.9,866.25,886.0,1619816943.99
2004-04-01 00:00:00,884.0,885.0,862.03,871.01,1549242679.54
2004-04-02 00:00:00,869.5,894.64,869.5,893.3,1708903168.39
2004-04-05 00:00:00,893.3,920.5,882.0,920.0,1994116254.97
2004-04-06 00:00:00,924.4,926.0,899.0,910.5,2046876464.38
2004-04-07 00:00:00,910.75,925.97,904.0,924.0,1470500466.86
2004-04-08 00:00:00,925.01,942.88,925.01,939.7,1564890031.09
2004-04-09 00:00:00,939.0,940.9,933.02,939.0,647836446.12
2004-04-12 00:00:00,940.0,958.0,938.5,939.9,1023605477.98
2004-04-13 00:00:00,940.0,951.45,911.0,912.0,2176969616.63
2004-04-14 00:00:00,908.0,914.0,888.5,891.0,2019196267.63
2004-04-15 00:00:00,891.01,909.5,882.72,901.75,2046490035.67
2004-04-16 00:00:00,901.95,905.8,866.1,871.5,2051558995.76
2004-04-19 00:00:00,872.0,877.0,853.0,870.12,1334855933.28
2004-04-20 00:00:00,870.6,879.0,857.5,877.44,1278075861.33
2004-04-21 00:00:00,874.05,874.05,836.0,839.74,1319562340.34
2004-04-22 00:00:00,839.0,850.39,812.03,818.0,1682656142.38
2004-04-23 00:00:00,825.0,838.0,815.01,818.5,1549585128.16
2004-04-26 00:00:00,822.0,848.0,820.0,820.0,1645935237.67
2004-04-27 00:00:00,820.0,839.0,812.0,838.0,1407168597.41
2004-04-28 00:00:00,840.0,857.4,833.37,842.5,1723830228.78
2004-04-29 00:00:00,833.2,833.4,785.12,790.5,2365700812.91
2004-04-30 00:00:00,788.06,796.5,776.5,793.77,1051288350.1
2004-05-05 00:00:00,811.14,846.84,811.14,846.68,1539999574.69
2004-05-06 00:00:00,850.0,863.3,844.0,847.69,1464698913.62
2004-05-07 00:00:00,845.0,847.0,810.0,821.0,1217593495.34
2004-05-11 00:00:00,765.0,786.99,760.0,779.0,1090472981.84
2004-05-12 00:00:00,789.0,809.9,788.5,791.99,1383103047.98
2004-05-13 00:00:00,795.0,818.8,785.1,804.0,2145365433.71
2004-05-14 00:00:00,808.21,812.0,781.2,785.1,1430707256.56
2004-05-17 00:00:00,780.0,819.0,772.1,811.7,1846813723.24
2004-05-18 00:00:00,813.95,817.97,796.1,804.48,1339294713.71
2004-05-19 00:00:00,808.0,833.93,800.7,833.4,2148156766.44
2004-05-20 00:00:00,829.95,843.5,818.89,829.9,1736735258.64
2004-05-21 00:00:00,829.22,839.3,818.88,836.61,1319337224.27
2004-05-24 00:00:00,837.0,847.99,830.0,846.0,1150365165.39
2004-05-25 00:00:00,848.0,849.75,822.0,823.79,1717217050.23
2004-05-26 00:00:00,829.75,846.49,825.2,837.12,1479682713.15
2004-05-27 00:00:00,837.12,849.99,830.8,833.9,1752968327.59
2004-05-28 00:00:00,833.95,836.9,795.31,797.0,1639814300.94
2004-05-31 00:00:00,813.99,813.99,800.0,810.5,831080900.37
2004-06-01 00:00:00,802.0,816.5,759.0,765.18,1908280144.93
2004-06-02 00:00:00,767.0,798.99,763.0,797.51,1213539239.97
2004-06-03 00:00:00,798.0,813.89,782.0,810.99,1749723902.47
2004-06-04 00:00:00,810.49,817.95,783.0,785.3,1593491577.04
2004-06-07 00:00:00,786.02,800.97,786.02,794.01,1134841726.23
2004-06-08 00:00:00,799.45,802.5,780.0,796.1,1830673716.14
2004-06-09 00:00:00,803.51,822.0,801.0,801.54,2286984388.4
2004-06-10 00:00:00,802.0,802.0,779.01,788.5,1172532375.85
2004-06-11 00:00:00,789.96,792.9,763.71,766.0,1592120155.37
2004-06-15 00:00:00,766.0,769.0,718.0,731.52,1973470241.07
2004-06-16 00:00:00,732.0,735.0,701.1,726.0,1868821951.9
2004-06-17 00:00:00,728.7,811.0,722.0,810.0,2988474900.21
2004-06-18 00:00:00,810.0,816.0,798.0,808.7,2013829450.03
2004-06-21 00:00:00,814.0,836.1,812.0,829.3,1888750995.72
2004-06-22 00:00:00,826.0,826.0,806.0,807.5,1191256818.91
2004-06-23 00:00:00,805.1,815.0,797.0,798.5,1479668165.57
2004-06-24 00:00:00,798.75,811.0,793.01,802.01,1223717506.71
2004-06-25 00:00:00,805.55,808.5,788.0,793.0,1035705124.27
2004-06-28 00:00:00,794.95,796.88,778.55,782.9,943577931.84
2004-06-29 00:00:00,775.0,781.55,753.36,756.41,1293920172.17
2004-06-30 00:00:00,757.0,771.9,755.0,763.0,927238905.58
2004-07-01 00:00:00,769.45,795.9,736.0,750.0,3433352361.25
2004-07-02 00:00:00,740.5,757.5,730.0,757.5,1167515849.05
2004-07-05 00:00:00,747.48,760.0,735.0,759.0,870410247.26
2004-07-06 00:00:00,760.0,794.99,735.16,748.0,2049867599.71
2004-07-07 00:00:00,760.5,772.6,743.1,771.0,1611952018.93
2004-07-08 00:00:00,774.25,779.3,755.3,761.01,1250498973.12
2004-07-09 00:00:00,767.06,767.06,749.12,754.49,687184685.47
2004-07-12 00:00:00,756.5,780.86,753.55,780.29,1101490520.78
2004-07-13 00:00:00,780.0,807.0,777.23,803.0,1493657955.07
2004-07-14 00:00:00,804.0,808.5,794.36,803.8,1320977879.73
2004-07-15 00:00:00,807.04,813.5,799.01,813.0,1086600114.19
2004-07-16 00:00:00,812.95,813.0,802.0,812.5,600950755.53
2004-07-19 00:00:00,811.75,829.9,809.25,824.01,999201178.29
2004-07-20 00:00:00,824.0,832.8,788.01,790.0,1958755813.03
2004-07-21 00:00:00,790.0,797.0,773.0,773.8,1181997134.06
2004-07-22 00:00:00,770.05,776.5,750.0,760.01,1723209892.73
2004-07-23 00:00:00,774.5,817.0,774.5,810.2,1944411270.36
2004-07-26 00:00:00,816.0,819.5,786.88,796.5,1413902009.84
2004-07-27 00:00:00,795.0,804.4,783.01,799.8,1207561633.73
2004-07-28 00:00:00,803.0,807.0,750.01,753.0,1812235679.51
2004-07-29 00:00:00,762.05,784.5,762.05,770.89,1342736678.94
2004-07-30 00:00:00,772.0,797.79,772.0,796.49,872518059.75
2004-08-02 00:00:00,796.5,800.99,784.02,793.12,656115387.2
2004-08-03 00:00:00,792.5,796.8,782.01,787.55,868656632.04
2004-08-04 00:00:00,778.5,800.5,770.1,793.0,1616805713.55
2004-08-05 00:00:00,805.0,811.75,782.0,782.0,1365498176.53
2004-08-06 00:00:00,780.0,785.78,761.1,779.53,1103596944.33
2004-08-09 00:00:00,790.0,796.7,786.02,792.0,881430681.18
2004-08-10 00:00:00,781.25,792.99,781.1,790.1,620752330.36
2004-08-11 00:00:00,793.0,794.8,775.0,778.79,933700531.81
2004-08-12 00:00:00,780.01,807.49,779.0,807.45,1388911414.41
2004-08-13 00:00:00,807.0,821.0,800.5,818.03,1385715332.43
2004-08-16 00:00:00,816.0,830.98,808.0,827.0,1356523561.99
2004-08-17 00:00:00,826.9,832.85,818.2,819.37,1264941776.76
2004-08-18 00:00:00,819.19,828.5,794.5,800.74,2094623214.53
2004-08-19 00:00:00,802.0,808.8,787.1,796.35,1352894585.78
2004-08-20 00:00:00,797.2,808.0,780.88,799.0,1727542815.48
2004-08-23 00:00:00,796.5,808.5,789.22,808.0,944582884.99
2004-08-24 00:00:00,808.0,819.77,806.0,813.0,1146554788.72
2004-08-25 00:00:00,807.0,826.05,804.0,824.61,1135572857.53
2004-08-26 00:00:00,833.0,839.48,824.0,833.5,1779437250.68
2004-08-27 00:00:00,834.01,863.41,827.0,858.51,2556370342.76
2004-08-30 00:00:00,859.8,862.93,851.5,859.2,948316445.23
2004-08-31 00:00:00,860.01,869.0,855.88,860.9,1463876860.22
2004-09-01 00:00:00,860.47,863.62,852.11,861.58,1237718370.82
2004-09-02 00:00:00,863.0,870.0,849.0,858.0,1526956091.57
2004-09-03 00:00:00,859.79,866.0,851.3,865.2,1021708825.1
2004-09-06 00:00:00,863.75,871.88,855.34,868.26,776678802.87
2004-09-07 00:00:00,869.95,871.76,861.12,864.89,852304869.58
2004-09-08 00:00:00,865.0,865.0,854.4,856.0,943025432.62
2004-09-09 00:00:00,856.0,869.8,853.06,866.5,1135935972.39
2004-09-10 00:00:00,866.0,871.0,863.1,866.03,964772141.86
2004-09-13 00:00:00,866.05,869.99,862.0,863.5,462293855.51
2004-09-14 00:00:00,863.0,882.78,858.38,874.0,1665044234.12
2004-09-15 00:00:00,874.0,876.0,863.33,874.4,1336242878.84
2004-09-16 00:00:00,876.15,881.6,858.0,861.01,1921393358.78
2004-09-17 00:00:00,861.1,872.0,861.05,870.7,764516533.14
2004-09-20 00:00:00,870.95,875.0,865.52,872.0,536083703.89
2004-09-21 00:00:00,876.74,907.0,870.63,905.0,2972853802.37
2004-09-22 00:00:00,905.0,929.87,904.0,922.59,4885352972.33
2004-09-23 00:00:00,926.94,926.94,915.12,917.0,1024236028.01
2004-09-24 00:00:00,872.49,922.0,872.49,916.0,977597273.64
2004-09-27 00:00:00,916.99,942.6,915.5,918.99,4710908776.56
2004-09-28 00:00:00,921.0,924.03,912.0,918.03,1445125255.03
2004-09-29 00:00:00,920.0,937.5,897.45,902.29,4398069529.46
2004-09-30 00:00:00,905.0,914.25,903.01,912.7,1317245001.86
2004-10-01 00:00:00,912.35,931.37,910.92,928.0,1259773763.79
2004-10-04 00:00:00,929.95,946.0,922.0,935.11,2094216150.49
2004-10-05 00:00:00,937.0,967.0,936.0,949.85,4411709060.3
2004-10-06 00:00:00,958.0,958.81,938.01,944.9,1752834647.86
2004-10-07 00:00:00,952.0,955.0,944.55,953.4,1187767247.38
2004-10-08 00:00:00,955.26,957.25,938.36,947.0,1651428062.49
2004-10-11 00:00:00,948.0,954.79,943.5,950.1,708704225.23
2004-10-12 00:00:00,949.95,951.25,912.3,918.63,2575705255.54
2004-10-13 00:00:00,915.65,926.0,909.0,916.99,1176574947.98
2004-10-14 00:00:00,915.93,921.0,905.0,919.5,1330404600.29
2004-10-15 00:00:00,910.05,922.9,905.0,919.65,1097467510.4
2004-10-18 00:00:00,920.01,932.58,920.0,926.11,943184081.81
2004-10-19 00:00:00,926.57,931.5,910.12,913.99,1429544078.1
2004-10-20 00:00:00,913.07,914.0,872.0,877.0,2122107467.53
2004-10-21 00:00:00,882.0,897.9,873.01,895.2,1749626789.6
2004-10-22 00:00:00,900.0,908.9,897.0,906.0,1177618508.35
2004-10-25 00:00:00,904.0,914.9,897.0,899.5,1149765532.5
2004-10-26 00:00:00,899.95,913.9,891.0,913.9,951068932.51
2004-10-27 00:00:00,917.25,920.5,910.01,913.33,936228155.31
2004-10-28 00:00:00,914.96,914.96,888.06,892.11,1581856995.25
2004-10-29 00:00:00,897.01,898.99,884.0,897.01,856543685.71
2004-11-01 00:00:00,898.29,905.0,890.01,893.37,556087889.73
2004-11-02 00:00:00,893.65,908.99,884.05,908.4,1160704052.77
2004-11-03 00:00:00,910.13,917.25,902.0,913.75,1467806646.39
2004-11-04 00:00:00,915.25,928.98,905.51,924.99,1163744741.6
2004-11-05 00:00:00,925.76,929.9,920.12,927.0,810425375.7
2004-11-09 00:00:00,930.0,934.9,922.0,923.0,1160538239.97
2004-11-10 00:00:00,879.62,924.0,879.62,915.4,1094117730.69
2004-11-11 00:00:00,916.95,921.7,908.0,919.99,929333642.88
2004-11-12 00:00:00,917.5,928.95,917.5,926.69,970123317.27
2004-11-15 00:00:00,930.01,934.89,926.01,934.0,760092577.41
2004-11-16 00:00:00,934.75,943.5,925.0,943.0,1272085863.12
2004-11-17 00:00:00,940.01,941.5,929.1,930.0,942064957.97
2004-11-18 00:00:00,924.95,948.14,922.0,948.14,1943208349.46
2004-11-19 00:00:00,947.0,953.5,909.95,920.47,1901140972.49
2004-11-22 00:00:00,920.65,925.5,919.0,921.0,357465845.37
2004-11-23 00:00:00,923.06,923.06,901.11,915.0,979795071.06
2004-11-24 00:00:00,911.57,925.0,903.0,912.05,1626735613.03
2004-11-25 00:00:00,914.99,915.0,893.0,899.88,1395512425.28
2004-11-26 00:00:00,893.28,902.84,886.0,889.0,928345191.97
2004-11-29 00:00:00,892.01,899.0,885.0,887.01,680514447.74
2004-11-30 00:00:00,888.1,894.0,876.0,877.0,832340728.72
2004-12-01 00:00:00,876.5,878.99,857.01,865.0,1221674929.16
2004-12-02 00:00:00,867.13,871.5,839.0,849.0,1467177830.5
2004-12-03 00:00:00,849.04,851.5,822.1,827.5,1128822875.3
2004-12-06 00:00:00,825.06,845.9,815.01,841.0,1197683507.19
2004-12-07 00:00:00,841.0,857.0,840.05,848.0,996277632.62
2004-12-08 00:00:00,847.38,851.5,778.01,794.25,2101567359.73
2004-12-09 00:00:00,804.99,806.7,731.0,740.01,1708635006.57
2004-12-10 00:00:00,743.35,770.0,722.0,751.5,1679980346.19
2004-12-14 00:00:00,762.0,784.3,762.0,781.8,1072038487.26
2004-12-15 00:00:00,784.5,797.15,768.11,783.1,1503481203.76
2004-12-16 00:00:00,782.55,790.99,775.1,780.4,744195066.83
2004-12-17 00:00:00,780.1,781.0,736.0,746.3,1438682151.67
2004-12-20 00:00:00,750.56,768.2,725.0,766.0,926722673.55
2004-12-21 00:00:00,768.0,807.0,766.91,805.0,2005136494.97
2004-12-22 00:00:00,805.98,817.0,791.12,805.67,1575673343.48
2004-12-23 00:00:00,805.96,835.25,792.11,820.0,1764598024.99
2004-12-24 00:00:00,820.0,827.99,813.11,824.0,565441654.9
2004-12-27 00:00:00,823.95,837.98,820.0,834.0,602323658.6
2004-12-28 00:00:00,834.05,837.76,815.0,821.5,635584892.27
2004-12-29 00:00:00,821.4,821.92,805.26,817.01,502355432.7
2004-12-30 00:00:00,818.06,834.0,815.01,833.02,526486991.67
2005-01-11 00:00:00,828.0,842.85,821.0,826.89,586197784.81
2005-01-12 00:00:00,829.95,832.89,815.8,832.0,988063400.15
2005-01-13 00:00:00,832.0,833.0,821.5,827.2,611047641.82
2005-01-14 00:00:00,828.63,843.0,825.56,836.5,617594635.72
2005-01-17 00:00:00,837.76,849.5,829.0,830.0,805140880.95
2005-01-18 00:00:00,829.75,841.0,811.3,817.95,1456489492.24
2005-01-19 00:00:00,819.0,830.88,814.18,824.89,940210842.77
2005-01-20 00:00:00,823.9,827.0,807.0,810.88,1079918648.59
2005-01-21 00:00:00,813.78,817.0,804.1,810.94,551752960.32
2005-01-24 00:00:00,811.99,825.0,811.99,821.5,962861416.69
2005-01-25 00:00:00,821.85,832.5,821.15,826.0,1260856301.01
2005-01-26 00:00:00,827.65,835.23,817.5,830.21,1419035898.0
2005-01-27 00:00:00,831.01,839.9,824.5,837.0,1234089515.05
2005-01-28 00:00:00,833.25,855.25,826.01,850.0,1810223547.99
2005-01-31 00:00:00,851.01,878.49,842.65,868.0,2297314660.65
2005-02-01 00:00:00,870.0,879.0,864.22,873.98,1438847042.0
2005-02-02 00:00:00,874.95,888.0,870.06,875.0,1671820006.2
2005-02-03 00:00:00,876.14,883.0,872.1,880.01,1446106772.23
2005-02-04 00:00:00,880.06,888.5,874.5,884.5,936031982.15
2005-02-07 00:00:00,888.0,899.0,882.29,884.26,1480778674.62
2005-02-08 00:00:00,883.96,897.0,876.5,896.0,1006802534.8
2005-02-09 00:00:00,896.5,902.0,883.0,885.49,1599188048.54
2005-02-10 00:00:00,885.0,890.0,875.0,888.86,974019828.17
2005-02-11 00:00:00,889.95,891.0,873.05,875.0,741250447.79
2005-02-14 00:00:00,875.0,891.76,874.0,881.0,1212519499.55
2005-02-15 00:00:00,882.0,889.49,879.22,886.8,686945225.17
2005-02-16 00:00:00,887.85,900.3,886.0,896.0,1441122029.97
2005-02-17 00:00:00,899.75,908.45,898.0,905.5,1022773489.55
2005-02-18 00:00:00,905.85,915.0,901.22,911.0,1500976979.05
2005-02-21 00:00:00,912.62,919.0,910.5,915.41,1069956238.62
2005-02-22 00:00:00,917.01,920.7,907.0,913.77,1679962658.0
2005-02-24 00:00:00,918.01,941.0,916.01,939.8,2030069945.26
2005-02-25 00:00:00,945.78,957.0,941.01,956.5,2204549968.08
2005-02-28 00:00:00,958.0,968.8,953.88,968.25,1981599436.77
2005-03-01 00:00:00,964.7,967.9,948.0,952.0,1648835769.2
2005-03-02 00:00:00,955.0,961.98,938.88,941.99,2304885145.72
2005-03-03 00:00:00,942.04,948.76,934.03,937.0,1296687510.15
2005-03-04 00:00:00,940.05,954.49,938.12,952.0,1184223032.21
2005-03-05 00:00:00,954.18,955.0,951.0,954.7,242857550.15
2005-03-09 00:00:00,961.0,968.76,946.1,958.5,1921002852.33
2005-03-10 00:00:00,957.22,957.22,932.5,934.0,1387035645.09
2005-03-11 00:00:00,934.95,950.3,927.07,949.0,1906314508.27
2005-03-14 00:00:00,950.6,951.0,928.11,932.02,1595150906.56
2005-03-15 00:00:00,932.26,941.8,925.0,925.2,1543973806.77
2005-03-16 00:00:00,925.2,929.0,899.5,903.1,2335327234.09
2005-03-17 00:00:00,907.0,924.97,904.1,920.0,2062646751.96
2005-03-18 00:00:00,923.95,930.4,914.0,920.05,1885803805.77
2005-03-21 00:00:00,924.15,929.0,903.1,908.0,1225392004.04
