<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20110524,000000,197.0000000,197.0000000,193.0000000,193.4300000,2815384
20110525,000000,193.6300000,194.3500000,191.1400000,192.2700000,4460714
20110526,000000,191.5300000,196.4500000,190.8800000,195.0000000,3942288
20110527,000000,194.7600000,196.1200000,193.5000000,194.1400000,2216896
20110531,000000,195.9400000,198.4400000,195.0300000,196.6800000,2936163
20110601,000000,196.0600000,197.2600000,192.0500000,192.3100000,3082452
20110602,000000,192.2800000,194.4400000,190.5600000,193.6200000,2933302
20110603,000000,191.2900000,193.2100000,187.6200000,188.2700000,4711106
20110606,000000,188.0100000,189.8500000,185.1800000,185.7000000,3606700
20110607,000000,185.7700000,190.6300000,185.5200000,187.4700000,4650432
20110608,000000,187.4500000,189.8100000,186.3200000,188.0900000,3550995
20110609,000000,189.7400000,191.7600000,185.7100000,189.6000000,3946310
20110610,000000,189.2500000,190.7700000,186.2800000,186.5200000,3555845
20110613,000000,186.8100000,189.3100000,184.8600000,186.2900000,3682207
20110614,000000,188.9800000,190.7200000,187.0700000,189.9300000,3476850
20110615,000000,188.2500000,192.4500000,185.3000000,186.0400000,6060365
20110616,000000,185.9400000,187.0000000,181.5900000,183.6700000,5822859
20110617,000000,186.0000000,187.3900000,184.6400000,186.4400000,5687872
20110620,000000,185.9600000,188.8520000,185.5700000,187.7200000,2702229
20110621,000000,188.3500000,195.0000000,187.1200000,194.2400000,3990691
20110622,000000,193.7600000,195.2000000,191.3200000,191.6200000,2972454
20110623,000000,189.4900000,194.4600000,188.3000000,194.1600000,4333724
20110624,000000,193.5200000,194.9200000,191.3500000,192.5500000,2817897
20110627,000000,194.5000000,202.5800000,194.0300000,201.2600000,5688358
20110628,000000,201.8000000,202.8800000,200.6000000,202.3300000,3496433
20110629,000000,202.7000000,206.2500000,201.0300000,204.2100000,4373854
20110630,000000,200.8000000,205.2000000,200.5000000,204.6000000,4076888
20110701,000000,205.5500000,210.2700000,203.6100000,209.4900000,3775656
20110705,000000,208.7300000,214.4500000,208.7300000,213.2000000,3372080
20110706,000000,212.2000000,214.4000000,211.0101000,214.0400000,2485567
20110707,000000,215.2100000,217.8000000,215.0000000,216.7400000,2964349
20110708,000000,214.3000000,218.3200000,213.2500000,218.3000000,3463726
20110711,000000,216.7100000,217.5000000,211.0000000,212.5400000,3826640
20110712,000000,214.6400000,215.6500000,211.1200000,211.2800000,3806372
20110713,000000,214.7000000,216.8300000,212.1400000,213.5000000,4067120
20110714,000000,214.0100000,215.9100000,209.3800000,210.3100000,3725683
20110715,000000,213.0800000,214.5300000,209.2900000,212.9500000,3848491
20110718,000000,212.5700000,213.3900000,208.2900000,211.5300000,2792376
20110719,000000,213.7700000,218.4000000,213.7700000,218.0500000,4222727
20110720,000000,220.0500000,220.2000000,214.4100000,215.5500000,3111138
20110721,000000,216.8800000,217.0900000,211.0700000,213.2600000,4408120
20110722,000000,213.7700000,217.9490000,211.1100000,216.4200000,3449272
20110725,000000,215.8100000,216.0800000,213.0000000,213.4460000,3127244
20110726,000000,214.9900000,215.6000000,210.3500000,214.0700000,6603430
20110727,000000,224.4700000,227.2000000,219.6200000,222.4200000,12097595
20110728,000000,223.1200000,225.9500000,220.2300000,223.9100000,4999862
20110729,000000,221.2900000,225.7500000,219.5100000,222.6700000,4862730
20110801,000000,224.6900000,227.4500000,217.6600000,221.3200000,5573269
20110802,000000,220.3200000,222.4300000,211.3000000,211.7500000,5910511
20110803,000000,212.9300000,214.8300000,205.5400000,210.1860000,7763470
20110804,000000,207.0200000,208.0000000,201.4500000,201.4800000,6309888
20110805,000000,204.5600000,207.3200000,194.8400000,202.5600000,9660526
20110808,000000,196.2500000,200.3900000,190.0500000,193.7100000,9934816
20110809,000000,196.6900000,205.0400000,190.4600000,205.0400000,9967037
20110810,000000,200.8100000,202.4000000,193.7900000,193.8000000,8368319
20110811,000000,197.0088000,200.8500000,191.3600000,198.3600000,6874250
20110812,000000,200.2900000,204.5600000,197.2100000,202.2900000,5342269
20110815,000000,202.2600000,205.2800000,198.3200000,203.0100000,4394330
20110816,000000,201.2500000,201.3900000,194.7500000,197.6500000,4859129
20110817,000000,198.5300000,199.6000000,193.7400000,195.8000000,3786205
20110818,000000,191.2100000,191.3400000,179.7200000,182.5200000,7854786
20110819,000000,180.2800000,190.0000000,177.5500000,179.0000000,6983189
20110822,000000,182.8300000,184.2000000,177.1000000,177.7900000,5055634
20110823,000000,178.8250000,194.8400000,178.5200000,193.5400000,7047304
20110824,000000,193.9000000,196.3100000,190.1700000,193.7200000,5912444
20110825,000000,194.4100000,196.9900000,191.0700000,192.0300000,3228834
20110826,000000,191.2400000,199.7200000,189.6000000,199.3400000,5021305
