<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20070428,000000,1920.1000000,1935.5100000,1920.1000000,1935.5100000,0
20070502,000000,1932.0500000,1932.0500000,1911.6900000,1911.6900000,0
20070503,000000,1912.2800000,1930.2800000,1912.2300000,1923.1900000,0
20070504,000000,1920.9000000,1931.5100000,1920.9000000,1930.0500000,0
20070507,000000,1930.3300000,1936.4700000,1927.5300000,1927.5800000,0
20070508,000000,1927.6500000,1929.6000000,1912.8400000,1913.5700000,0
20070510,000000,1913.5700000,1928.8200000,1890.7000000,1892.1500000,0
20070511,000000,1891.4800000,1891.4800000,1843.7900000,1845.4400000,0
20070514,000000,1845.7800000,1867.7600000,1836.3700000,1851.2200000,0
20070515,000000,1851.1600000,1851.1600000,1826.2300000,1826.3900000,0
20070516,000000,1827.8800000,1856.5700000,1827.8800000,1856.5700000,0
20070517,000000,1857.7200000,1872.0800000,1843.2400000,1843.2400000,0
20070518,000000,1842.8400000,1863.3600000,1842.8400000,1859.7000000,0
20070521,000000,1860.4900000,1869.2900000,1860.4900000,1866.7200000,0
20070522,000000,1867.4500000,1869.0200000,1857.1400000,1860.8300000,0
20070523,000000,1860.7300000,1860.7300000,1815.2600000,1815.6400000,0
20070524,000000,1813.2000000,1813.2000000,1773.7300000,1790.5300000,0
20070525,000000,1790.3800000,1797.2100000,1777.5400000,1794.7600000,0
20070528,000000,1795.4400000,1797.5100000,1765.3700000,1770.4200000,0
20070529,000000,1770.0600000,1778.5900000,1734.5300000,1737.5600000,0
20070530,000000,1736.4400000,1736.4400000,1707.8100000,1724.6900000,0
20070531,000000,1726.9300000,1780.6600000,1726.9300000,1780.3300000,0
20070601,000000,1780.3900000,1829.8900000,1771.1500000,1829.5000000,0
20070604,000000,1829.9100000,1832.2000000,1817.8200000,1826.9900000,0
20070605,000000,1827.2500000,1848.2200000,1827.2500000,1833.6600000,0
20070606,000000,1834.0400000,1839.4300000,1816.8100000,1823.6300000,0
20070607,000000,1823.0400000,1826.3200000,1803.1400000,1803.5900000,0
20070608,000000,1803.1100000,1803.1100000,1779.6600000,1790.0900000,0
20070609,000000,1791.1100000,1799.2900000,1790.8200000,1798.4900000,0
20070613,000000,1798.2500000,1806.6800000,1785.7000000,1806.6800000,0
20070614,000000,1806.6800000,1870.1100000,1806.6800000,1870.1100000,0
20070615,000000,1870.5500000,1883.2700000,1861.4900000,1883.2700000,0
20070618,000000,1885.9100000,1899.1900000,1885.9100000,1896.6700000,0
20070619,000000,1893.6500000,1904.4000000,1885.7200000,1886.8400000,0
20070620,000000,1888.8800000,1916.7600000,1888.8800000,1915.4400000,0
20070621,000000,1915.1100000,1915.1100000,1893.2200000,1893.2200000,0
20070622,000000,1893.2200000,1898.0800000,1889.2700000,1896.1000000,0
20070625,000000,1894.6200000,1894.6200000,1874.9700000,1875.3200000,0
20070626,000000,1875.5100000,1899.4600000,1875.5100000,1897.3000000,0
20070627,000000,1896.8300000,1896.8300000,1875.0700000,1875.2100000,0
20070628,000000,1879.7400000,1897.4400000,1879.7400000,1894.1600000,0
20070629,000000,1894.4600000,1899.0500000,1887.4100000,1897.7000000,0
20070702,000000,1898.1300000,1912.9300000,1894.2200000,1911.7500000,0
20070703,000000,1911.7700000,1944.5400000,1911.7700000,1939.8400000,0
20070704,000000,1940.3700000,1944.6100000,1939.5100000,1943.2900000,0
20070705,000000,1943.5400000,1974.9400000,1943.5400000,1973.1200000,0
20070706,000000,1972.8200000,1974.6600000,1964.3000000,1974.6600000,0
